,Unnamed: 0,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
1545,495,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Kacharaba,True,Failed Using Name Looking at Season and Season +-1,Taras Kacharaba,,Match Date Filter Said 0,False
1546,496,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Polehenko,True,Failed Using Name Looking at Season and Season +-1,Polehenko,,Match Date Filter Said 0,False
1547,497,11,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,2015,Ukraine U-20,UA,Kharatin,True,Failed Using Name Looking at Season and Season +-1,Igor Kharatin,,Match Date Filter Said 0,False
1548,498,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Kacharaba,True,Failed Using Name Looking at Season and Season +-1,Taras Kacharaba,,Match Date Filter Said 0,False
1549,499,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Polehenko,True,Failed Using Name Looking at Season and Season +-1,Polehenko,,Match Date Filter Said 0,False
1550,500,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Kharatin,True,Failed Using Name Looking at Season and Season +-1,Igor Kharatin,,Match Date Filter Said 0,False
1551,501,16,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Tankovskyi,True,Failed Using Name Looking at Season and Season +-1,Vyacheslav Tankovskyi,,Match Date Filter Said 0,False
1552,502,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Kacharaba,True,Failed Using Name Looking at Season and Season +-1,Taras Kacharaba,,Match Date Filter Said 0,False
1553,503,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Polehenko,True,Failed Using Name Looking at Season and Season +-1,Polehenko,,Match Date Filter Said 0,False
1554,504,18,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,2015,Ukraine U-20,UA,Yaremchuk,True,Failed Using Name Looking at Season and Season +-1,Roman Yaremchuk,,Match Date Filter Said 0,False
1555,505,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Kacharaba,True,Failed Using Name Looking at Season and Season +-1,Taras Kacharaba,,Match Date Filter Said 0,False
1556,506,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Polehenko,True,Failed Using Name Looking at Season and Season +-1,Polehenko,,Match Date Filter Said 0,False
1557,507,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,Ukraine U-20,UA,Kharatin,True,Failed Using Name Looking at Season and Season +-1,Igor Kharatin,,Match Date Filter Said 0,False
1558,508,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Italy U-20,IT,Sa Esposito,True,Failed Using Name Looking at Season and Season +-1,Salvatore Esposito,,Match Date Filter Said 0,False
1559,509,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Italy U-20,IT,Frattesi,True,Failed Using Name Looking at Season and Season +-1,Davide Frattesi,,Match Date Filter Said 0,False
1560,510,54,U-20 World Cup 2019,11.06.19,Ukraine U-20 vs Italy U-20,2019,Italy U-20,IT,Sa Esposito,True,Failed Using Name Looking at Season and Season +-1,Salvatore Esposito,,Match Date Filter Said 0,False
1561,511,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Italy U-20,IT,Frattesi,True,Failed Using Name Looking at Season and Season +-1,Davide Frattesi,,Match Date Filter Said 0,False
1562,512,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Italy U-20,IT,Sa Esposito,True,Failed Using Name Looking at Season and Season +-1,Salvatore Esposito,,Match Date Filter Said 0,False
1563,513,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal U-20,SN,A Ciss,True,Failed Using Name Looking at Season and Season +-1,Amadou Ciss,,Match Date Filter Said 0,False
1564,514,184,World Cup 2014,23.06.14,Australia vs Spain,2014,Spain,ES,F Torres,True,Failed Using Name Looking at Season and Season +-1,Ferran Torres,,Match Date Filter Said 0,False
1565,515,190,World Cup 2014,24.06.14,Japan vs Colombia,2014,Colombia,CO,Ju Quintero,True,Failed Using Name Looking at Season and Season +-1,Juan Quintero,,Match Date Filter Said 0,False
1566,516,238,World Cup 2018,03.07.18,Colombia vs England,2018,Colombia,CO,Ju Quintero,True,Failed Using Name Looking at Season and Season +-1,Juan Quintero,,Match Date Filter Said 0,False
1567,517,2480,"World Cup Qualifiers, Asia, 2018",24-03-2016,South Korea vs Lebanon,2016,Lebanon,LB,Abbas Ali Atwi,True,Failed Using Name Looking at Season and Season +-1,Abbas Ali Atwi,,Match Date Filter Said 0,False
1568,518,2484,"World Cup Qualifiers, Asia, 2022",01-02-2022,Syria vs South Korea,2022,Syria,SY,Mohammad Sehioni,True,Failed Using Name Looking at Season and Season +-1,Mohammad Shehioni,,Match Date Filter Said 0,False
1569,519,2485,"World Cup Qualifiers, Asia, 2022",06-06-2019,Laos vs Bangladesh,2019,Bangladesh,BD,M Miah,True,Failed Using Name Looking at Season and Season +-1,Mamun Miah,,Match Date Filter Said 0,False
1570,520,2487,"World Cup Qualifiers, Asia, 2022",25-03-2021,Tajikistan vs Mongolia,2021,Mongolia,MN,T Galt,True,Failed Using Name Looking at Season and Season +-1,Tuguldur Galt,,Match Date Filter Said 0,False
1571,521,2488,"World Cup Qualifiers, Asia, 2022",03-06-2021,Nepal vs Chinese Taipei,2021,Chinese Taipei,TW,Cheng Hao,True,Failed Using Name Looking at Season and Season +-1,Cheng Chou,,Match Date Filter Said 0,False
1572,522,2495,"World Cup Qualifiers, Asia, 2022",15-06-2021,United Arab Emirates vs Vietnam,2021,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1573,523,2497,"World Cup Qualifiers, Asia, 2022",11-06-2021,Myanmar vs Kyrgyzstan,2021,Myanmar,MM,Kyaw Soe Moe,True,Failed Using Name Looking at Season and Season +-1,Soe Kyaw Kyaw,,Match Date Filter Said 0,False
1574,524,2498,"World Cup Qualifiers, Asia, 2022",12-10-2021,United Arab Emirates vs Iraq,2021,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1575,525,2498,"World Cup Qualifiers, Asia, 2022",12-10-2021,United Arab Emirates vs Iraq,2021,Iraq,IQ,Mohammed Ali,True,Failed Using Name Looking at Season and Season +-1,Mohammed Ali Karim,,Match Date Filter Said 0,False
1576,526,2500,"World Cup Qualifiers, Asia, 2022",10-10-2019,Syria vs Maldives,2019,Syria,SY,Ahmad Ashkar,True,Failed Using Name Looking at Season and Season +-1,Ahmed El Ashkar,,Match Date Filter Said 0,False
1577,527,2501,"World Cup Qualifiers, Asia, 2022",07-10-2021,South Korea vs Syria,2021,Syria,SY,Israa Hamwiah,True,Failed Using Name Looking at Season and Season +-1,Esraa Al-Hamwiah,,Match Date Filter Said 0,False
1578,528,2506,"World Cup Qualifiers, Asia, 2022",27-01-2022,Japan vs China PR,2022,Japan,JP,Y sako,True,Failed Using Name Looking at Season and Season +-1,Yuya Osako,,Match Date Filter Said 0,False
1579,529,2508,"World Cup Qualifiers, Asia, 2022",10-09-2019,Sri Lanka vs North Korea,2019,North Korea,KP,Kum-Chol Ri,True,Failed Using Name Looking at Season and Season +-1,Kum-Chol Ri,,Match Date Filter Said 0,False
1580,530,2509,"World Cup Qualifiers, Asia, 2022",11-06-2019,Guam vs Bhutan,2019,Bhutan,BT,D Tshering,True,Failed Using Name Looking at Season and Season +-1,Dawa Tshering Sr.,,Match Date Filter Said 0,False
1581,531,2510,"World Cup Qualifiers, Asia, 2022",10-09-2019,Kuwait vs Australia,2019,Kuwait,KW,Fahad Al Rashidi,True,Failed Using Name Looking at Season and Season +-1,Fahad Aidh Al-Rashidi,,Match Date Filter Said 0,False
1582,532,2513,"World Cup Qualifiers, Asia, 2022",05-09-2019,Tajikistan vs Kyrgyzstan,2019,Tajikistan,TJ,Dorob Ergashev,True,Failed Using Name Looking at Season and Season +-1,Dorobdzhon Ergashev,,Match Date Filter Said 0,False
1583,533,2517,"World Cup Qualifiers, Asia, 2022",05-06-2021,South Korea vs Turkmenistan,2021,Turkmenistan,TM,R Charyyev,True,Failed Using Name Looking at Season and Season +-1,Rustem Ahallyyev,,Match Date Filter Said 0,False
1584,534,2518,"World Cup Qualifiers, Asia, 2022",24-03-2022,Iraq vs United Arab Emirates,2022,United Arab Emirates,AE,Abdullah Al-Naqbi,True,Failed Using Name Looking at Season and Season +-1,Abdalla Al-Naqbi,,Match Date Filter Said 0,False
1585,535,2518,"World Cup Qualifiers, Asia, 2022",24-03-2022,Iraq vs United Arab Emirates,2022,United Arab Emirates,AE,Mahmoud Khamis,True,Failed Using Name Looking at Season and Season +-1,Mahmoud Khamisi,,Match Date Filter Said 0,False
1586,536,2523,"World Cup Qualifiers, Asia, 2022",10-10-2019,Jordan vs Kuwait,2019,Kuwait,KW,Fahad Al Rashidi,True,Failed Using Name Looking at Season and Season +-1,Fahad Aidh Al-Rashidi,,Match Date Filter Said 0,False
1587,537,2524,"World Cup Qualifiers, Asia, 2022",03-06-2021,Bahrain vs Cambodia,2021,Bahrain,BH,Ahmed Moosa Ali,True,Failed Using Name Looking at Season and Season +-1,Ahmed Moosa Ali,,Match Date Filter Said 0,False
1588,538,2123,"World Cup Qualifiers, Africa, 2022",07-09-2021,Sudan vs Guinea-Bissau,2021,Sudan,SD,F Mamoun,True,Failed Using Name Looking at Season and Season +-1,Mo Eisa,,Match Date Filter Said 0,False
1589,539,2124,"World Cup Qualifiers, Africa, 2022",15-11-2021,Kenya vs Rwanda,2021,Rwanda,RW,K Nsanzimfura,True,Failed Using Name Looking at Season and Season +-1,Keddy Nsanzimfura,,Match Date Filter Said 0,False
1590,540,2130,"World Cup Qualifiers, Africa, 2022",01-09-2021,Central African Republic vs Cape Verde,2021,Central African Republic,CF,H Damona,True,Failed Using Name Looking at Season and Season +-1,Hénoc Kpéko Damona,,Match Date Filter Said 0,False
1591,541,2135,"World Cup Qualifiers, Africa, 2022",16-11-2021,Tunisia vs Zambia,2021,Zambia,ZM,D Chapa,True,Failed Using Name Looking at Season and Season +-1,Dickson Chapa,,Match Date Filter Said 0,False
1592,542,2144,"World Cup Qualifiers, Africa, 2022",12-11-2021,Sudan vs Morocco,2021,Sudan,SD,F Mamoun,True,Failed Using Name Looking at Season and Season +-1,Mo Eisa,,Match Date Filter Said 0,False
1593,543,2148,"World Cup Qualifiers, Africa, 2022",12-10-2021,Zimbabwe vs Ghana,2021,Zimbabwe,ZW,R Kutsanzira,True,Failed Using Name Looking at Season and Season +-1,Rahman Kutsanzira,,Match Date Filter Said 0,False
1594,544,2148,"World Cup Qualifiers, Africa, 2022",12-10-2021,Zimbabwe vs Ghana,2021,Zimbabwe,ZW,B Galloway,True,Failed Using Name Looking at Season and Season +-1,Brendan Galloway,,Match Date Filter Said 0,False
1595,545,2155,"World Cup Qualifiers, Africa, 2022",10-10-2021,Kenya vs Mali,2021,Kenya,KE,B Muchiri,True,Failed Using Name Looking at Season and Season +-1,Boniface Muchiri,,Match Date Filter Said 0,False
1596,546,2156,"World Cup Qualifiers, Africa, 2022",01-09-2021,Egypt vs Angola,2021,Angola,AO,Fábio Abreu,True,Failed Using Name Looking at Season and Season +-1,Fabio Abreu,,Match Date Filter Said 0,False
1597,547,2161,"World Cup Qualifiers, Africa, 2022",01-09-2021,Senegal vs Togo,2021,Togo,TG,J Nadjombe,True,Failed Using Name Looking at Season and Season +-1,Jean-Marie Nadjombe,,Match Date Filter Said 0,False
1598,548,2166,"World Cup Qualifiers, Africa, 2022",15-11-2021,Guinea-Bissau vs Sudan,2021,Sudan,SD,F Mamoun,True,Failed Using Name Looking at Season and Season +-1,Omer Mahmoud,,Match Date Filter Said 0,False
1599,549,2169,"World Cup Qualifiers, Africa, 2022",06-09-2021,South Africa vs Ghana,2021,Ghana,GH,F Mohammed,True,Failed Using Name Looking at Season and Season +-1,Fatawu Mohammed,,Match Date Filter Said 0,False
1600,550,3721,"Gold Cup, 2019",16-06-2019,Mexico vs Cuba,2019,Cuba,CU,K Aldair,True,Failed Using Name Looking at Season and Season +-1,Aldair Ruiz,,Match Date Filter Said 0,False
1601,551,3728,"Gold Cup, 2019",20-06-2019,Cuba vs Martinique,2019,Cuba,CU,K Aldair,True,Failed Using Name Looking at Season and Season +-1,Aldair Ruiz,,Match Date Filter Said 0,False
1602,552,1476,Nations League 2018-2020,07.09.18,Lithuania vs Serbia,2018,Lithuania,LT,Ar Klimavičius,True,Failed Using Name Looking at Season and Season +-1,Arunas Klimavicius,,Match Date Filter Said 0,False
1603,0,2681,"World Cup Qualifiers, Asia, 2022",03-06-2021,Thailand vs Indonesia,2021,Thailand,TH,E Amantegui,True,Lookup Required,0,,Match Date Filter Said 0,False
1604,1,2681,"World Cup Qualifiers, Asia, 2022",03-06-2021,Thailand vs Indonesia,2021,Indonesia,ID,W Sulaeman,True,Lookup Required,0,,Match Date Filter Said 0,False
1605,2,2683,"World Cup Qualifiers, Asia, 2022",05-06-2021,Saudi Arabia vs Yemen,2021,Yemen,YE,Ala Addin Mahdi,True,Lookup Required,0,,Match Date Filter Said 0,False
1606,3,2686,"World Cup Qualifiers, Asia, 2022",14-11-2019,Turkmenistan vs North Korea,2019,Turkmenistan,TM,W Ylýasow,True,Lookup Required,0,,Match Date Filter Said 0,False
1607,4,2686,"World Cup Qualifiers, Asia, 2022",14-11-2019,Turkmenistan vs North Korea,2019,North Korea,KP,Y Lee,True,Lookup Required,0,,Match Date Filter Said 0,False
1608,5,2687,"World Cup Qualifiers, Asia, 2022",29-03-2022,Japan vs Vietnam,2022,Vietnam,VN,H Tn Tài,True,Lookup Required,0,,Match Date Filter Said 0,False
1609,6,2688,"World Cup Qualifiers, Asia, 2022",19-11-2019,Afghanistan vs Qatar,2019,Afghanistan,AF,Haroon Fakhruddin,True,Lookup Required,0,,Match Date Filter Said 0,False
1610,7,2698,"World Cup Qualifiers, Asia, 2022",12-10-2021,Oman vs Vietnam,2021,Vietnam,VN,H Tn Tài,True,Lookup Required,0,,Match Date Filter Said 0,False
1611,8,2698,"World Cup Qualifiers, Asia, 2022",12-10-2021,Oman vs Vietnam,2021,Vietnam,VN,Phm c Huy,True,Lookup Required,0,,Match Date Filter Said 0,False
1612,9,2702,"World Cup Qualifiers, Asia, 2022",14-11-2019,Vietnam vs United Arab Emirates,2019,Vietnam,VN,oàn Văn Hu,True,Lookup Required,0,,Match Date Filter Said 0,False
1613,10,2704,"World Cup Qualifiers, Asia, 2022",19-11-2019,Vietnam vs Thailand,2019,Vietnam,VN,oàn Văn Hu,True,Lookup Required,0,,Match Date Filter Said 0,False
1614,11,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,H Nyaring,True,Lookup Required,0,,Match Date Filter Said 0,False
1615,12,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,Hanif Hamir,True,Lookup Required,0,,Match Date Filter Said 0,False
1616,13,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,Nazhan Zulki,True,Lookup Required,0,,Match Date Filter Said 0,False
1617,14,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,Alinur Rashimy Jufri,True,Lookup Required,0,,Match Date Filter Said 0,False
1618,15,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,Haziq Hasimulabdillah,True,Lookup Required,0,,Match Date Filter Said 0,False
1619,16,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,Nur Asyraffahmi Norsamri,True,Lookup Required,0,,Match Date Filter Said 0,False
1620,17,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,H Yazid,True,Lookup Required,0,,Match Date Filter Said 0,False
1621,18,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,Khairil Shahme Suhaimi,True,Lookup Required,0,,Match Date Filter Said 0,False
1622,19,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,Y Indera Putera,True,Lookup Required,0,,Match Date Filter Said 0,False
1623,20,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,H Azam,True,Lookup Required,0,,Match Date Filter Said 0,False
1624,21,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Brunei,BN,Azizi Ali Rahman,True,Lookup Required,0,,Match Date Filter Said 0,False
1625,22,2707,"World Cup Qualifiers, Asia, 2026",17-10-2023,Brunei vs Indonesia,2023,Indonesia,ID,W Sulaeman,True,Lookup Required,0,,Match Date Filter Said 0,False
1626,23,2711,"World Cup Qualifiers, Asia, 2026",16-11-2023,Oman vs Chinese Taipei,2023,Chinese Taipei,TW,Chin Wen-yen,True,Lookup Required,0,,Match Date Filter Said 0,False
1627,24,2711,"World Cup Qualifiers, Asia, 2026",16-11-2023,Oman vs Chinese Taipei,2023,Chinese Taipei,TW,A Kouame,True,Lookup Required,0,,Match Date Filter Said 0,False
1628,25,2714,"World Cup Qualifiers, Asia, 2026",16-11-2023,Turkmenistan vs Uzbekistan,2023,Turkmenistan,TM,W Ballakow,True,Lookup Required,0,,Match Date Filter Said 0,False
1629,26,2714,"World Cup Qualifiers, Asia, 2026",16-11-2023,Turkmenistan vs Uzbekistan,2023,Uzbekistan,UZ,H Aliqulov,True,Lookup Required,0,,Match Date Filter Said 0,False
1630,27,2717,"World Cup Qualifiers, Asia, 2026",21-11-2023,Chinese Taipei vs Malaysia,2023,Chinese Taipei,TW,A Kouame,True,Lookup Required,0,,Match Date Filter Said 0,False
1631,28,2723,"World Cup Qualifiers, Asia, 2026",17-10-2023,Timor-Leste vs Chinese Taipei,2023,Chinese Taipei,TW,A Kouame,True,Lookup Required,0,,Match Date Filter Said 0,False
1632,29,2727,"World Cup Qualifiers, Asia, 2026",16-11-2023,Saudi Arabia vs Pakistan,2023,Saudi Arabia,SA,Muath Faqeehi,True,Lookup Required,0,,Match Date Filter Said 0,False
1633,30,2728,"World Cup Qualifiers, Asia, 2026",21-11-2023,Afghanistan vs Kuwait,2023,Afghanistan,AF,Haroon Fakhruddin,True,Lookup Required,0,,Match Date Filter Said 0,False
1634,31,2729,"World Cup Qualifiers, Asia, 2026",21-11-2023,Uzbekistan vs Iran,2023,Uzbekistan,UZ,H Aliqulov,True,Lookup Required,0,,Match Date Filter Said 0,False
1797,194,2224,"World Cup Qualifiers, Africa, 2026",21-11-2023,South Sudan vs Mauritania,2023,South Sudan,SS,W Adebo,True,Lookup Required,0,,Match Date Filter Said 0,False
1798,195,2228,"World Cup Qualifiers, Africa, 2026",21-11-2023,Ethiopia vs Burkina Faso,2023,Ethiopia,ET,H Gerba,True,Lookup Required,0,,Match Date Filter Said 0,False
1799,196,2228,"World Cup Qualifiers, Africa, 2026",21-11-2023,Ethiopia vs Burkina Faso,2023,Ethiopia,ET,R Yusef,True,Lookup Required,0,,Match Date Filter Said 0,False
1800,197,2237,"World Cup Qualifiers, Africa, 2026",16-11-2023,Cape Verde vs Angola,2023,Cape Verde,CV,Pico,True,Lookup Required,0,,Match Date Filter Said 0,False
1801,198,2239,"World Cup Qualifiers, Africa, 2026",21-11-2023,Eswatini vs Cape Verde,2023,Cape Verde,CV,Pico,True,Lookup Required,0,,Match Date Filter Said 0,False
1802,199,2240,"World Cup Qualifiers, Africa, 2026",21-11-2023,Togo vs Senegal,2023,Togo,TG,D Dakonam,True,Lookup Required,0,,Match Date Filter Said 0,False
1803,200,2242,"World Cup Qualifiers, Africa, 2026",16-11-2023,Sudan vs Togo,2023,Togo,TG,D Dakonam,True,Lookup Required,0,,Match Date Filter Said 0,False
1804,201,2246,"World Cup Qualifiers, Africa, 2026",17-11-2023,Zambia vs Congo,2023,Congo,CG,W Mongondza,True,Lookup Required,0,,Match Date Filter Said 0,False
1805,202,2246,"World Cup Qualifiers, Africa, 2026",17-11-2023,Zambia vs Congo,2023,Congo,CG,V Illoy-Ayyet,True,Lookup Required,0,,Match Date Filter Said 0,False
1806,203,2246,"World Cup Qualifiers, Africa, 2026",17-11-2023,Zambia vs Congo,2023,Congo,CG,F Dembi,True,Lookup Required,0,,Match Date Filter Said 0,False
