,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Wrong Name,Found Name,New Found Name,Status II
918,918,4424,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Chile,11-Nov-21,Paraguay,PY,2021,SUCCESS,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Rojas,multiple,Yes,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']","['Robert Rojas', 'Matías Rojas']",Done
919,919,4430,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Peru,16-Nov-21,Venezuela,VE,2021,SUCCESS,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",350000,FALSE,Used Average of Season Before and After,TRUE,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",Hernández,multiple,Yes,"['Dani Hernández', 'José Hernández', 'Ronald Hernández']",Ronald Hernández,Done
920,920,4430,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Peru,16-Nov-21,Venezuela,VE,2021,SUCCESS,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']",González,multiple,Yes,"['Javier González', 'Alexander González', 'César González', 'Óscar González', 'Luis González']","['Luis González', 'Óscar González']",Done
921,921,4430,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Peru,16-Nov-21,Venezuela,VE,2021,SUCCESS,"['Júnior Moreno', 'Johan Moreno']",1250000,FALSE,Used Average of Season Before and After,TRUE,"['Júnior Moreno', 'Johan Moreno']",J Moreno,multiple,Yes,"['Júnior Moreno', 'Johan Moreno']",Júnior Moreno,Done
922,922,2581,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Jordan,05-09-2019,Chinese Taipei,TW,2019,SUCCESS,Chien-ming Wang,5000,FALSE,Used Average of Season Before and After,TRUE,Chien-ming Wang,Chen Ting-yang,single,Yes,['Ting-Yang Chen'],Ting-Yang Chen,Done
923,923,2581,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Jordan,05-09-2019,Chinese Taipei,TW,2019,SUCCESS,Chien-ming Wang,125000,FALSE,Found in Curr Season,TRUE,Chien-ming Wang,Chen Po-liang,single,Yes,['Po-Liang Chen'],Po-Liang Chen,Done
924,924,2593,"World Cup Qualifiers, Asia, 2022",Vietnam vs Indonesia,07-06-2021,Vietnam,VN,2021,SUCCESS,Duy Cuong Luong,200000,FALSE,Found in Curr Season,TRUE,Duy Cuong Luong,Duy Nguyen Phong Hong,single,Yes,['Phong Hong Duy Nguyen'],Phong Hong Duy Nguyen,Done
925,925,2595,"World Cup Qualifiers, Asia, 2022",Kuwait vs Chinese Taipei,14-11-2019,Chinese Taipei,TW,2019,SUCCESS,Chien-ming Wang,5000,FALSE,Used Average of Season Before and After,TRUE,Chien-ming Wang,Chen Ting-yang,single,Yes,['Ting-Yang Chen'],Ting-Yang Chen,Done
926,926,2595,"World Cup Qualifiers, Asia, 2022",Kuwait vs Chinese Taipei,14-11-2019,Chinese Taipei,TW,2019,SUCCESS,Chien-ming Wang,125000,FALSE,Found in Curr Season,TRUE,Chien-ming Wang,Chen Po-liang,single,Yes,['Po-Liang Chen'],Po-Liang Chen,Done
927,927,2604,"World Cup Qualifiers, Asia, 2022",Australia vs Chinese Taipei,07-06-2021,Chinese Taipei,TW,2021,SUCCESS,Chien-ming Wang,100000,FALSE,Found in Curr Season,TRUE,Chien-ming Wang,Chen Ting-yang,single,Yes,['Ting-Yang Chen'],Ting-Yang Chen,Done
928,928,2605,"World Cup Qualifiers, Asia, 2022",Kyrgyzstan vs Mongolia,7-6-2021,Kyrgyzstan,KG,2021,SUCCESS,Anton Kochenkov,200000,FALSE,Found in Curr Season,TRUE,Anton Kochenkov,A Mischenko,single,Yes,['Aleksandr Mishchenko'],Aleksandr Mishchenko,Done
929,929,2613,"World Cup Qualifiers, Asia, 2022",China PR vs Vietnam,07-10-2021,Vietnam,VN,2021,SUCCESS,Duy Cuong Luong,200000,FALSE,Found in Curr Season,TRUE,Duy Cuong Luong,Duy Nguyen Phong Hong,single,Yes,['Phong Hong Duy Nguyen'],Phong Hong Duy Nguyen,Done
930,930,2626,"World Cup Qualifiers, Asia, 2022",Chinese Taipei vs Kuwait,15-06-2021,Chinese Taipei,TW,2021,SUCCESS,Chien-ming Wang,100000,FALSE,Found in Curr Season,TRUE,Chien-ming Wang,Chen Ting-yang,single,Yes,['Ting-Yang Chen'],Ting-Yang Chen,Done
931,931,4351,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Uruguay,05-Sep-17,Paraguay,PY,2017,SUCCESS,Jorge Moreira,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,Jorge Moreira,Pereira,single,Yes,['Sebastián Ferreira'],['Sebastián Ferreira'],Done
932,932,4360,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Venezuela,10-Oct-17,Venezuela,VE,2017,SUCCESS,"['José Martínez', 'Josef Martínez', 'David Martínez']",4000000,FALSE,Only After,TRUE,"['José Martínez', 'Josef Martínez', 'David Martínez']",Martinez,multiple,Yes,"['Josef Martínez', 'Adrián Martínez', 'David Martínez']",Josef Martínez,Done
933,933,4391,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Uruguay,08-Jun-21,Venezuela,VE,2021,SUCCESS,"['Júnior Moreno', 'Johan Moreno']",1250000,FALSE,Used Average of Season Before and After,TRUE,"['Júnior Moreno', 'Johan Moreno']",J Moreno,multiple,Yes,"['Júnior Moreno', 'Johan Moreno']",Júnior Moreno,Done
934,934,4391,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Uruguay,08-Jun-21,Venezuela,VE,2021,SUCCESS,"['Rómulo Otero', 'Javier Otero']",2100000,FALSE,Used Average of Season Before and After,TRUE,"['Rómulo Otero', 'Javier Otero']",Otero,multiple,Yes,"['Rómulo Otero', 'Javier Otero']",Rómulo Otero,Done
935,935,4392,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Brazil,08-Jun-21,Paraguay,PY,2021,SUCCESS,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",3400000,FALSE,Used Average of Season Before and After,TRUE,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Rojas,multiple,Yes,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Robert Rojas,Done
936,936,4392,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Brazil,08-Jun-21,Paraguay,PY,2021,SUCCESS,"['Gastón Giménez', 'Néstor Giménez']",3250000,FALSE,Used Average of Season Before and After,TRUE,"['Gastón Giménez', 'Néstor Giménez']",Giménez,multiple,Yes,"['Gastón Giménez', 'Néstor Giménez']",Gastón Giménez,Done
937,937,4400,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Colombia,05-Sep-21,Paraguay,PY,2021,SUCCESS,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",3400000,FALSE,Used Average of Season Before and After,TRUE,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Rojas,multiple,Yes,"['Jorge Rojas', 'Robert Rojas', 'Rodrigo Rojas', 'Santiago Rojas', 'Matías Rojas']",Robert Rojas,Done
938,938,4400,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Colombia,05-Sep-21,Paraguay,PY,2021,SUCCESS,"['Gastón Giménez', 'Néstor Giménez']",3250000,FALSE,Used Average of Season Before and After,TRUE,"['Gastón Giménez', 'Néstor Giménez']",Giménez,multiple,Yes,"['Gastón Giménez', 'Néstor Giménez']",Gastón Giménez,Done
939,939,1898,"World Cup Qualifiers, Africa, 2014",Sierra Leone vs Equatorial Guinea,07-09-2013,Sierra Leone,SL,2013,SUCCESS,Umaru Bangura,1040000,FALSE,Only After,TRUE,Umaru Bangura,U Bangura,single,Yes,"['Abdul Rahman Bangura', 'Moustapha Bangura', 'Sulaiman Bangura', 'Mohamed Bangura', 'Ibrahim Bangura', 'Abdul Dul Bangura', 'Masalakie Bangura', 'Abu Bakarr Bangura']",Umaru Bangura,Done
940,940,1908,"World Cup Qualifiers, Africa, 2014",Gambia vs Tanzania,07-09-2013,Gambia,GM,2013,SUCCESS,Omar Colley,480000,FALSE,Only After,TRUE,Omar Colley,O Colley,single,Yes,['Ebrima Colley'],Omar Colley,Done
941,941,1908,"World Cup Qualifiers, Africa, 2014",Gambia vs Tanzania,07-09-2013,Tanzania,TZ,2013,SUCCESS,Mrisho Ngasa,0,FALSE,Used Average of Season Before and After,TRUE,Mrisho Ngasa,M Ngassa,single,Yes,"[""Charles M'Mombwa""]",Mrisho Ngasa,Done
942,942,1912,"World Cup Qualifiers, Africa, 2014",Kenya vs Namibia,08-09-2013,Namibia,,2013,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,0,E Tjihonge,none,Yes,['No matches found even with the lowest threshold.'],['No matches found even with the lowest threshold.'],Done
943,943,1912,"World Cup Qualifiers, Africa, 2014",Kenya vs Namibia,08-09-2013,Namibia,,2013,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,0,L Horaeb,none,Yes,['No matches found even with the lowest threshold.'],['No matches found even with the lowest threshold.'],Done
944,944,1912,"World Cup Qualifiers, Africa, 2014",Kenya vs Namibia,08-09-2013,Namibia,,2013,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,0,W Mwedihanga,none,Yes,['No matches found even with the lowest threshold.'],['No matches found even with the lowest threshold.'],Done
945,945,1912,"World Cup Qualifiers, Africa, 2014",Kenya vs Namibia,08-09-2013,Namibia,,2013,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,0,J Louis,none,Yes,['No matches found even with the lowest threshold.'],['No matches found even with the lowest threshold.'],Done
946,946,1913,"World Cup Qualifiers, Africa, 2014",Sudan vs Lesotho,08-09-2013,Sudan,SD,2013,SUCCESS,Mohamed Abdalla,120000,FALSE,Only After,TRUE,Mohamed Abdalla,Ahmed Abdalla,single,Yes,['Ahmed Abdalla Dufoor'],Ahmed Abdalla Dufoor,Done
947,947,2857,"World Cup Qualifiers, Europe, 2014",England vs Montenegro,11-10-2013,Montenegro,ME,2013,SUCCESS,Milan Jovanovic,575000,FALSE,Used Average of Season Before and After,TRUE,Milan Jovanovic,M Jovanović,single,Yes,['Andjelko Jovanović'],Milan Jovanovic,Done
948,948,1992,"World Cup Qualifiers, Africa, 2018",Comoros vs Lesotho,07-10-2015,Lesotho,LS,2015,SUCCESS,"['Mohapi Ntobo', 'Moitheri Ntobo']",0,FALSE,Only After + Zero After,TRUE,"['Mohapi Ntobo', 'Moitheri Ntobo']",M Ntobo,multiple,Yes,"['Mohapi Ntobo', 'Moitheri Ntobo']",Moitheri Ntobo,Done
949,949,1994,"World Cup Qualifiers, Africa, 2018",Somalia vs Niger,09-10-2015,Somalia,SO,2015,SUCCESS,"['Mustaf Khalib Hussein', 'Mohamed Muhamud Hussein']",0,FALSE,Only After + Zero After,TRUE,"['Mustaf Khalib Hussein', 'Mohamed Muhamud Hussein']",M Hussein,multiple,Yes,"['Hussein Ibrahim Adan', ""Salah Hussein Sa'ad"", 'Mustaf Khalib Hussein', 'Hassan Hussein Ibrahim', 'Hussein Mohamed', 'Mohamed Muhamud Hussein', 'Omar Hussein', 'Ibrahim Ahmed Hussein', 'Ayman Mohamed Hussein']",Mustaf Khalib Hussein,Done
950,950,1994,"World Cup Qualifiers, Africa, 2018",Somalia vs Niger,09-10-2015,Somalia,SO,2015,SUCCESS,"['Abdinasir Yusuf Ahmed', 'Ahmed Said Ahmed', 'Ayub Ahmed']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,"['Abdinasir Yusuf Ahmed', 'Ahmed Said Ahmed', 'Ayub Ahmed']",A Ahmed,multiple,Yes,"['Dayib Ahmed Abdulkadir', 'Abdinasir Yusuf Ahmed', 'Ahmed Abubakar Shegow', 'Ahmed Said Ahmed', 'Farhan Mohamed Ahmed', 'Ahmed Mayow Shariff', 'Ibrahim Ahmed Hussein', 'Ahmed Abdullahi Abdi', 'Yusuf Ahmed']","['Ahmed Abubakar Shegow', 'Abdinasir Yusuf Ahmed']",Done
951,951,1994,"World Cup Qualifiers, Africa, 2018",Somalia vs Niger,09-10-2015,Somalia,SO,2015,SUCCESS,"['Abas Amin Mohamed', 'Abdi Mohamed', 'Abdiwali Abdirahman Mohamed']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,"['Abas Amin Mohamed', 'Abdi Mohamed', 'Abdiwali Abdirahman Mohamed']",A Mohamed,multiple,Yes,"['Hassan Ali Mohamed', 'Osman Ibrahim Mohamed', 'Mohamed Mohamud Said', 'Mohamed Ali Abdiaziz', 'Mahad Mohamed Haji', 'Mohamed Ali Ibrahim', 'Abas Amin Mohamed', 'Abdiqani Mohamed Bule', 'Mohamed Ali Mohamed', 'Abdi Mohamed', 'Mohamed Abukar Mohamed', 'Omar Mohamed', 'Hussein Mohamed', 'Farhan Mohamed Ahmed', 'Mohamed Muhamud Hussein', 'Abdiwali Abdirahman Mohamed', 'Ayman Mohamed Hussein', 'Mahad Mohamed Abdulkadir']","['Abas Amin Mohamed', 'Abdiqani Mohamed Bule', 'Mohamed Ali Ibrahim']",Done
952,952,2012,"World Cup Qualifiers, Africa, 2018",Niger vs Cameroon,13-11-2015,Cameroon,CM,2015,SUCCESS,Nouhou,13000000,FALSE,Found in Curr Season,TRUE,Nouhou,N Nkoulou,single,Yes,"[""Nicolas N'Koulou"", ""Yannick N'Djeng"", ""Georges-Kevin N'Koudou""]",Nicolas N'Koulou,Done
953,953,2552,"World Cup Qualifiers, Asia, 2022",Vietnam vs Japan,11-11-2021,Vietnam,VN,2021,SUCCESS,Duy Cuong Luong,200000,FALSE,Found in Curr Season,TRUE,Duy Cuong Luong,Duy Nguyen Phong Hong,single,Yes,['Phong Hong Duy Nguyen'],Phong Hong Duy Nguyen,Done
954,954,2563,"World Cup Qualifiers, Asia, 2022",Vietnam vs Saudi Arabia,16-11-2021,Vietnam,VN,2021,SUCCESS,Duy Cuong Luong,200000,FALSE,Found in Curr Season,TRUE,Duy Cuong Luong,Duy Nguyen Phong Hong,single,Yes,['Phong Hong Duy Nguyen'],Phong Hong Duy Nguyen,Done
955,955,875,"Euros 2020, Qualifiers",Liechtenstein vs Bosnia-Herzegovina,18.11.19,Bosnia-Herzegovina,BA,2019,SUCCESS,0,3000000,FALSE,Only Before,FALSE,0,Memišević,none,Yes,['Samir Memisevic'],Samir Memisevic,Done
956,956,3944,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Jun-13,Jamaica,JM,2013,SUCCESS,"['Daniel Gordon', 'Owayne Gordon']",400000,FALSE,Only After,TRUE,"['Daniel Gordon', 'Owayne Gordon']",Gordon,multiple,Yes,"['Daniel Gordon', 'Owayne Gordon']",Daniel Gordon,Done
957,957,3947,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs Jamaica,11-Jun-13,Jamaica,JM,2013,SUCCESS,"['Daniel Gordon', 'Owayne Gordon']",400000,FALSE,Only After,TRUE,"['Daniel Gordon', 'Owayne Gordon']",Gordon,multiple,Yes,"['Daniel Gordon', 'Owayne Gordon']",Daniel Gordon,Done
958,958,3954,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Costa Rica,10-Sep-13,Jamaica,JM,2013,SUCCESS,"['Jermaine Taylor', 'Evan Taylor', 'Dennis Taylor']",375000,FALSE,Used Average of Season Before and After,TRUE,"['Jermaine Taylor', 'Evan Taylor', 'Dennis Taylor']",Taylor,multiple,Yes,"['Jermaine Taylor', 'Evan Taylor', 'Dennis Taylor']",Jermaine Taylor,Done
959,959,3954,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Costa Rica,10-Sep-13,Jamaica,JM,2013,SUCCESS,"['Shaun Cummings', 'Fitzroy Cummings']",800000,FALSE,Only After,TRUE,"['Shaun Cummings', 'Fitzroy Cummings']",Cummings,multiple,Yes,"['Shaun Cummings', 'Fitzroy Cummings']",Shaun Cummings,Done
960,960,3897,"World Cup 2014, Qualifiers, CONCACAF",Cuba vs Canada,08-Jun-12,Cuba,CU,2012,SUCCESS,"['Alianni Urgellés', 'David Urgellés']",0,FALSE,Used Average of Season Before and After,TRUE,"['Alianni Urgellés', 'David Urgellés']",Urgellés,multiple,Yes,"['Alianni Urgellés', 'David Urgellés']",Alianni Urgellés,Done
961,961,3897,"World Cup 2014, Qualifiers, CONCACAF",Cuba vs Canada,08-Jun-12,Cuba,CU,2012,SUCCESS,"['Michel Márquez', 'Yenier Márquez']",125000,FALSE,Found in Curr Season,TRUE,"['Michel Márquez', 'Yenier Márquez']",Márquez,multiple,Yes,"['Michel Márquez', 'Yenier Márquez']",Yenier Márquez,Done
962,962,3897,"World Cup 2014, Qualifiers, CONCACAF",Cuba vs Canada,08-Jun-12,Cuba,CU,2012,SUCCESS,"['Yoel Colomé', 'Jaime Colomé']",75000,FALSE,Found in Curr Season,TRUE,"['Yoel Colomé', 'Jaime Colomé']",Colomé,multiple,Yes,"['Yoel Colomé', 'Jaime Colomé']",Yoel Colomé,Done
963,963,3897,"World Cup 2014, Qualifiers, CONCACAF",Cuba vs Canada,08-Jun-12,Cuba,CU,2012,SUCCESS,"['Ariel Martínez', 'Yannier Martínez', 'Abel Martínez', 'Lionis Martínez']",0,FALSE,Used Average of Season Before and After,TRUE,"['Ariel Martínez', 'Yannier Martínez', 'Abel Martínez', 'Lionis Martínez']",Martínez,multiple,Yes,"['Ariel Martínez', 'Yannier Martínez', 'Abel Martínez', 'Lionis Martínez']",Ariel Martínez,Done
964,964,3899,"World Cup 2014, Qualifiers, CONCACAF",USA vs Antigua and Barbuda,08-Jun-12,Antigua and Barbuda,AG,2012,SUCCESS,"['Akeem Thomas', 'Tamarley Thomas', 'Elvis Thomas']",0,FALSE,Used Average of Season Before and After,TRUE,"['Akeem Thomas', 'Tamarley Thomas', 'Elvis Thomas']",Thomas,multiple,Yes,"['Akeem Thomas', 'Tamarley Thomas', 'Elvis Thomas']",Tamarley Thomas,Done
965,965,3900,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs Panama,08-Jun-12,Honduras,HN,2012,SUCCESS,John Bodden,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,John Bodden,Johnson,single,Yes,['Jona'],['Jona'],Done
966,966,3903,"World Cup 2014, Qualifiers, CONCACAF",Antigua and Barbuda vs Jamaica,12-Jun-12,Antigua and Barbuda,AG,2012,SUCCESS,"['Josh Parker', 'Murphy Parker']",225000,FALSE,Used Average of Season Before and After,TRUE,"['Josh Parker', 'Murphy Parker']",Parker,multiple,Yes,"['Josh Parker', 'Murphy Parker']",Josh Parker,Done
967,967,3903,"World Cup 2014, Qualifiers, CONCACAF",Antigua and Barbuda vs Jamaica,12-Jun-12,Antigua and Barbuda,AG,2012,SUCCESS,"['Stefan Smith', 'Jordan Smith']",0,FALSE,Used Average of Season Before and After,TRUE,"['Stefan Smith', 'Jordan Smith']",Smith,multiple,Yes,"['Stefan Smith', 'Jordan Smith']",Stefan Smith,Done
968,968,3903,"World Cup 2014, Qualifiers, CONCACAF",Antigua and Barbuda vs Jamaica,12-Jun-12,Antigua and Barbuda,AG,2012,SUCCESS,"['Ricardo Thomas', 'Denardo Thomas']",0,FALSE,Used Average of Season Before and After,TRUE,"['Ricardo Thomas', 'Denardo Thomas']",Thomas,multiple,Yes,"['Ricardo Thomas', 'Denardo Thomas']",Tamarley Thomas,Done
969,969,3905,"World Cup 2014, Qualifiers, CONCACAF",Canada vs Honduras,12-Jun-12,Honduras,HN,2012,SUCCESS,John Bodden,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,John Bodden,Johnson,single,Yes,['Jona'],['Jona'],Done
970,970,3909,"World Cup 2014, Qualifiers, CONCACAF",Cuba vs Honduras,07-Sep-12,Honduras,HN,2012,SUCCESS,"['Mario Martínez', 'Rony Martínez', 'Wálter Martínez', 'Douglas Martínez', 'Francisco Martínez', 'Julián Martínez']",100000,FALSE,Found in Curr Season,TRUE,"['Mario Martínez', 'Rony Martínez', 'Wálter Martínez', 'Douglas Martínez', 'Francisco Martínez', 'Julián Martínez']",Martínez,multiple,Yes,"['Mario Martínez', 'Rony Martínez', 'Wálter Martínez', 'Douglas Martínez', 'Francisco Martínez', 'Julián Martínez']",Mario Martínez,Done
971,971,3930,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Antigua and Barbuda,16-Oct-12,Antigua and Barbuda,AG,2012,SUCCESS,"['Ricardo Thomas', 'Denardo Thomas']",0,FALSE,Used Average of Season Before and After,TRUE,"['Ricardo Thomas', 'Denardo Thomas']",Thomas,multiple,Yes,"['Ricardo Thomas', 'Denardo Thomas']",Tamarley Thomas,Done
972,972,3938,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Panama,22-Mar-13,Jamaica,JM,2013,SUCCESS,"['Jermaine Taylor', 'Evan Taylor', 'Dennis Taylor']",375000,FALSE,Used Average of Season Before and After,TRUE,"['Jermaine Taylor', 'Evan Taylor', 'Dennis Taylor']",Taylor,multiple,Yes,"['Jermaine Taylor', 'Evan Taylor', 'Dennis Taylor']",Jermaine Taylor,Done
973,973,3939,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs Jamaica,26-Mar-13,Jamaica,JM,2013,SUCCESS,"['Jermaine Taylor', 'Evan Taylor', 'Dennis Taylor']",375000,FALSE,Used Average of Season Before and After,TRUE,"['Jermaine Taylor', 'Evan Taylor', 'Dennis Taylor']",Taylor,multiple,Yes,"['Jermaine Taylor', 'Evan Taylor', 'Dennis Taylor']",Jermaine Taylor,Done
974,974,3620,"African Cup of Nations, 2021",Gambia vs Tunisia,20-01-2022,Tunisia,TN,2022,SUCCESS,"['Hocine Ragued', 'Houcine Rabii', 'Hamza Rafia']",787500,FALSE,Used Average of Season Before and After,TRUE,"['Hocine Ragued', 'Houcine Rabii', 'Hamza Rafia']",H Ra,multiple,Yes,"['Hocine Ragued', 'Mejdi Traoui', 'Chedli Ghrab', 'Achraf Krir', 'Houcine Rabii', 'Marouane Sahraoui', 'Aymen Trabelsi', 'Bassem Srarfi', 'Noah Abid', 'Hamza Rafia', 'Alaa Ghram']",Hamza Rafia,Done
975,975,2038,"World Cup Qualifiers, Africa, 2018",Cameroon vs Niger,17-11-2015,Cameroon,CM,2015,SUCCESS,Nouhou,13000000,FALSE,Found in Curr Season,TRUE,Nouhou,N Nkoulou,single,Yes,"[""Nicolas N'Koulou"", ""Yannick N'Djeng"", ""Georges-Kevin N'Koudou""]",Nicolas N'Koulou,Done
976,976,2039,"World Cup Qualifiers, Africa, 2018",Chad vs Sierra Leone,10-10-2015,Sierra Leone,SL,2015,SUCCESS,"['Alhaji Kamara', 'Alpha Kamara', 'Alimamy Kamara']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,"['Alhaji Kamara', 'Alpha Kamara', 'Alimamy Kamara']",A Kamara,multiple,Yes,"['Lansana Kamara', 'Alpha Kamara', 'Demba Kamara']",Alpha Kamara,Done
977,977,3478,"African Cup of Nations, 2015",Congo vs Burkina Faso,25-01-2015,Congo,CG,2015,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",TRUE,0,F Litsingi,none,Yes,['No matches found even with the lowest threshold.'],['No matches found even with the lowest threshold.'],Done
978,978,3479,"African Cup of Nations, 2015",Cameroon vs Cote d'Ivoire,28-01-2015,Cameroon,CM,2015,SUCCESS,Nouhou,13000000,FALSE,Found in Curr Season,TRUE,Nouhou,N Nkoulou,single,Yes,"[""Nicolas N'Koulou"", ""Yannick N'Djeng"", ""Georges-Kevin N'Koudou""]",Nicolas N'Koulou,Done
979,979,3482,"African Cup of Nations, 2015",Mali vs Cameroon,20-01-2015,Cameroon,CM,2015,SUCCESS,Nouhou,13000000,FALSE,Found in Curr Season,TRUE,Nouhou,N Nkoulou,single,Yes,"[""Nicolas N'Koulou"", ""Yannick N'Djeng"", ""Georges-Kevin N'Koudou""]",Nicolas N'Koulou,Done
980,980,1013,"Euros 2024, Qualifiers",Montenegro vs Lithuania,16.11.23,Montenegro,ME,2023,SUCCESS,0,2400000,FALSE,Only Before,FALSE,0,Osmajić,none,Yes,['Milutin Osmajic'],Milutin Osmajic,Done
981,981,1015,"Euros 2024, Qualifiers",Hungary vs Montenegro,19.11.23,Montenegro,ME,2023,SUCCESS,0,2400000,FALSE,Only Before,FALSE,0,Osmajić,none,Yes,['Milutin Osmajic'],Milutin Osmajic,Done
982,982,3099,"World Cup Qualifiers, Europe, 2018",Republic of Ireland vs Serbia,05-09-2017,Serbia,RS,2017,SUCCESS,Boris Radunović,10000000,FALSE,Found in Curr Season,TRUE,Boris Radunović,B Ivanović,single,Yes,"['Branislav Ivanovic', 'Djordje Ivanovic']",Branislav Ivanovic,Done
983,983,4304,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Peru,01-Sep-16,Peru,PE,2016,SUCCESS,0,40000,FALSE,Only Before,FALSE,0,Ortíz,none,Yes,"['Aurelio Saco-Vértiz', 'Aldo Corzo', 'César Ortiz']",César Ortiz,Done
984,984,4308,"World Cup 2018, Qualifiers, CONMEBOL",Uruguay vs Paraguay,06-Sep-16,Uruguay,UY,2016,SUCCESS,"['Cristian Rodríguez', 'Jonathan Rodríguez', 'Brian Rodríguez', 'José Luis Rodríguez', 'Randall Rodríguez', 'Luciano Rodríguez']",3400000,FALSE,Used Average of Season Before and After,TRUE,"['Cristian Rodríguez', 'Jonathan Rodríguez', 'Brian Rodríguez', 'José Luis Rodríguez', 'Randall Rodríguez', 'Luciano Rodríguez']",Rodríguez,multiple,Yes,"['Cristian Rodríguez', 'Jonathan Rodríguez', 'Brian Rodríguez', 'José Luis Rodríguez', 'Randall Rodríguez', 'Luciano Rodríguez']",Cristian Rodríguez,Done
