,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
384,384,384,384,76499,599,4175,"World Cup 2022, Qualifiers, CONCACAF",USA vs El Salvador,27-Jan-22,USA,US,2022,FAIL,"['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",FALSE,Weston Mckennie,Mc Kennie,multiple,Done
385,385,385,385,76595,695,4179,"World Cup 2022, Qualifiers, CONCACAF",Canada vs USA,30-Jan-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
386,386,386,386,76597,697,4179,"World Cup 2022, Qualifiers, CONCACAF",Canada vs USA,30-Jan-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
387,387,387,387,76598,698,4179,"World Cup 2022, Qualifiers, CONCACAF",Canada vs USA,30-Jan-22,USA,US,2022,FAIL,"['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",FALSE,Weston Mckennie,Mc Kennie,multiple,Done
388,388,388,388,76601,701,4179,"World Cup 2022, Qualifiers, CONCACAF",Canada vs USA,30-Jan-22,USA,US,2022,FAIL,"['Brenden Aaronson', 'Paxten Aaronson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brenden Aaronson', 'Paxten Aaronson']",FALSE,Brenden Aaronson,Aaronson,multiple,Done
389,389,389,389,76673,773,4183,"World Cup 2022, Qualifiers, CONCACAF",USA vs Honduras,02-Feb-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
390,390,390,390,76674,774,4183,"World Cup 2022, Qualifiers, CONCACAF",USA vs Honduras,02-Feb-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
391,391,391,391,76677,777,4183,"World Cup 2022, Qualifiers, CONCACAF",USA vs Honduras,02-Feb-22,USA,US,2022,FAIL,"['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",FALSE,Weston Mckennie,Mc Kennie,multiple,Done
392,392,392,392,76680,780,4183,"World Cup 2022, Qualifiers, CONCACAF",USA vs Honduras,02-Feb-22,USA,US,2022,FAIL,"['Jordan Morris', 'Aidan Morris']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jordan Morris', 'Aidan Morris']",FALSE,Jordan Morris,Morris,multiple,Done
393,393,393,393,76794,894,4188,"World Cup 2022, Qualifiers, CONCACAF",Mexico vs USA,24-Mar-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
394,394,394,394,76795,895,4188,"World Cup 2022, Qualifiers, CONCACAF",Mexico vs USA,24-Mar-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
395,395,395,395,76915,1015,4194,"World Cup 2022, Qualifiers, CONCACAF",USA vs Panama,27-Mar-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
396,396,396,396,76916,1016,4194,"World Cup 2022, Qualifiers, CONCACAF",USA vs Panama,27-Mar-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
397,397,397,397,76970,1070,4196,"World Cup 2022, Qualifiers, CONCACAF",Costa Rica vs USA,30-Mar-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
398,398,398,398,76971,1071,4196,"World Cup 2022, Qualifiers, CONCACAF",Costa Rica vs USA,30-Mar-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
399,399,399,399,77322,322,3197,"World Cup Qualifiers, Europe, 2018",Belarus vs Luxembourg,10-10-2016,Luxembourg,LU,2016,FAIL,"['Marvin Martins', 'Timothy Martin', 'Yann Matias']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 8 C. Martins",FALSE,Christopher Martins Pereira,C Martins,multiple,Done
400,400,400,400,77797,797,3220,"World Cup Qualifiers, Europe, 2022",Iceland vs Liechtenstein,11-10-2021,Iceland,IS,2021,FAIL,"['Kolbeinn Thordarson', 'David Thor Vidarsson', 'Hordur Arnason']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Kolbeinn Thordarson', 'David Thor Vidarsson', 'Hordur Arnason']",FALSE,Stefan Teitur Thordarson,S THordarson,multiple,Done
401,401,401,401,79308,108,1113,Euros 2016,Germany vs Italy,02.07.16,Italy,IT,2016,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Pelle",FALSE,Graziano Pelle,Pelle,multiple,Done
402,402,402,402,79417,217,1118,Euros 2016,France vs Ireland,26.06.16,Ireland,IE,2016,FAIL,"['Shane Long', 'Kevin Long']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Long",FALSE,Shane Long,Long,multiple,Done
403,403,403,403,79419,219,1118,Euros 2016,France vs Ireland,26.06.16,Ireland,IE,2016,FAIL,"['Brian Murphy', 'Daryl Murphy']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brian Murphy', 'Daryl Murphy']",FALSE,Daryl Murphy,Murphy,multiple,Done
404,404,404,404,79473,273,1121,Euros 2016,Italy vs Spain,27.06.16,Italy,IT,2016,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Pelle",FALSE,Graziano Pelle,Pelle,multiple,Done
405,405,405,405,80039,839,1147,Euros 2016,Ireland vs Sweden,13.06.16,Ireland,IE,2016,FAIL,"['John OShea', 'Dara OShea']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['John OShea', 'Dara OShea']",FALSE,John Oshea,O`Shea,multiple,Done
406,406,406,406,80044,844,1147,Euros 2016,Ireland vs Sweden,13.06.16,Ireland,IE,2016,FAIL,"['Shane Long', 'Kevin Long']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Long",FALSE,Shane Long,Long,multiple,Done
407,407,407,407,80078,878,1148,Euros 2016,Belgium vs Italy,13.06.16,Italy,IT,2016,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Pelle",FALSE,Graziano Pelle,Pelle,multiple,Done
408,408,408,408,80089,889,1149,Euros 2016,Italy vs Sweden,17.06.16,Italy,IT,2016,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Pelle",FALSE,Graziano Pelle,Pelle,multiple,Done
409,409,409,409,80092,892,1149,Euros 2016,Italy vs Sweden,17.06.16,Sweden,SE,2016,FAIL,"['Adam Johansson', 'Jakob Johansson', 'Mattias Johansson', 'Viktor Johansson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 3. Johansson",FALSE,Viktor Johansson,Johansson,multiple,Done
410,410,410,410,80117,917,1150,Euros 2016,Belgium vs Ireland,18.06.16,Ireland,IE,2016,FAIL,"['John OShea', 'Dara OShea']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['John OShea', 'Dara OShea']",FALSE,John Oshea,O`Shea,multiple,Done
411,411,411,411,80122,922,1150,Euros 2016,Belgium vs Ireland,18.06.16,Ireland,IE,2016,FAIL,"['Shane Long', 'Kevin Long']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Long",FALSE,Shane Long,Long,multiple,Done
412,412,412,412,80143,943,1151,Euros 2016,Italy vs Ireland,22.06.16,Ireland,IE,2016,FAIL,"['Shane Long', 'Kevin Long']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Long",FALSE,Shane Long,Long,multiple,Done
413,413,413,413,80145,945,1151,Euros 2016,Italy vs Ireland,22.06.16,Ireland,IE,2016,FAIL,"['Brian Murphy', 'Daryl Murphy']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brian Murphy', 'Daryl Murphy']",FALSE,Daryl Murphy,Murphy,multiple,Done
414,414,414,414,80147,947,1152,Euros 2016,Sweden vs Belgium,22.06.16,Sweden,SE,2016,FAIL,"['Adam Johansson', 'Jakob Johansson', 'Mattias Johansson', 'Viktor Johansson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 3. Johansson",FALSE,Viktor Johansson,Johansson,multiple,Done
415,415,415,415,80372,72,2279,"World Cup Qualifiers, Asia, 2018",Oman vs India,13-10-2015,Oman,OM,2015,FAIL,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",FALSE,Ahmed Kano,Ahmad Almahaijri,multiple,Done
416,416,416,416,80417,117,2281,"World Cup Qualifiers, Asia, 2018",Oman vs Turkmenistan,03-09-2015,Oman,OM,2015,FAIL,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",FALSE,Ahmed Kano,Ahmad Almahaijri,multiple,Done
417,417,417,417,80434,134,2282,"World Cup Qualifiers, Asia, 2018",India vs Oman,11-06-2015,India,IN,2015,FAIL,"['Dhanachandra Singh', 'Davinder Singh', 'Dheeraj Singh']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Dhanachandra Singh', 'Davinder Singh', 'Dheeraj Singh']",FALSE,Dheeraj Singh,D Singh,multiple,Done
418,418,418,418,80448,148,2282,"World Cup Qualifiers, Asia, 2018",India vs Oman,11-06-2015,Oman,OM,2015,FAIL,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",FALSE,Ahmed Kano,Ahmad Almahaijri,multiple,Done
419,419,419,419,80753,453,2296,"World Cup Qualifiers, Asia, 2018",Turkmenistan vs Oman,17-11-2015,Oman,OM,2015,FAIL,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",FALSE,Ahmed Kano,Ahmad Almahaijri,multiple,Done
420,420,420,420,82562,62,4096,"World Cup 2022, Qualifiers, CONCACAF",Dominica vs Panama,28-Mar-21,Panama,PA,2021,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Puma,Rodríguez,multiple,Done
421,421,421,421,87787,5221,240,World Cup 2018,Egypt vs Uruguay,15.06.18,Egypt,EG,2018,FAIL,"['Shawky El Said', 'Omar El Said']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Shawky El Said', 'Omar El Said']",FALSE,Omar El Said,El Said,multiple,Done
422,422,422,422,87820,5254,241,World Cup 2018,Russia vs Egypt,19.06.18,Egypt,EG,2018,FAIL,"['Shawky El Said', 'Omar El Said']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Shawky El Said', 'Omar El Said']",FALSE,Omar El Said,El Said,multiple,Done
423,423,423,423,87886,5320,244,World Cup 2018,Saudi Arabia vs Egypt,25.06.18,Egypt,EG,2018,FAIL,"['Shawky El Said', 'Omar El Said']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Shawky El Said', 'Omar El Said']",FALSE,Omar El Said,El Said,multiple,Done
424,424,424,424,88150,84,2481,"World Cup Qualifiers, Asia, 2018",Guam vs Oman,08-09-2015,Oman,OM,2015,FAIL,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",FALSE,Ahmed Kano,Ahmad Almahaijri,multiple,Done
425,425,425,425,88337,271,2491,"World Cup Qualifiers, Asia, 2022",Sri Lanka vs Lebanon,15-10-2019,Sri Lanka,LK,2019,FAIL,"['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",FALSE,Fasal Naizer,Mohamed Fasal,multiple,Done
426,426,426,426,88429,363,2495,"World Cup Qualifiers, Asia, 2022",United Arab Emirates vs Vietnam,15-06-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Minh Toan Tran', 'Phi Son Tran']",FALSE,Tien Dung Bui,Bùi Tn Trng,multiple,Done
427,427,427,427,88578,512,2502,"World Cup Qualifiers, Asia, 2022",Oman vs Bangladesh,14-11-2019,Oman,OM,2019,FAIL,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 12 Ahmad Almahaijri",FALSE,Ahmed Kano,Ahmad Almahaijri,multiple,Done
428,428,428,428,88711,645,2508,"World Cup Qualifiers, Asia, 2022",Sri Lanka vs North Korea,10-09-2019,Sri Lanka,LK,2019,FAIL,"['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",FALSE,Fasal Naizer,Mohamed Fasal,multiple,Done
429,429,429,429,89699,533,1287,Copa America 2019,Paraguay vs Qatar,16.06.19,Paraguay,PY,2019,FAIL,"['Jorge Rojas', 'Robert Rojas', 'Matías Rojas']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 8. Rojas Ju.",FALSE,Rodrigo Rojas,Ju Rojas,multiple,Done
430,430,430,430,89754,588,1289,Copa America 2019,Argentina vs Paraguay,20.06.19,Paraguay,PY,2019,FAIL,"['Jorge Rojas', 'Robert Rojas', 'Matías Rojas']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 8. Rojas Ju.",FALSE,Rodrigo Rojas,Ju Rojas,multiple,Done
431,431,431,431,89798,632,1291,Copa America 2019,Colombia vs Paraguay,23.06.19,Paraguay,PY,2019,FAIL,"['Jorge Rojas', 'Robert Rojas', 'Matías Rojas']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 8. Rojas Ju.",FALSE,Rodrigo Rojas,Ju Rojas,multiple,Done
432,432,432,432,91269,1003,2168,"World Cup Qualifiers, Africa, 2022",Benin vs Madagascar,11-11-2021,Madagascar,MG,2021,FAIL,"['Tahiana Randrianarisoa', 'Mahavy Tiana Randrianarisoa', 'Jean Dieu Randrianasolo']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Tahiana Randrianarisoa', 'Mahavy Tiana Randrianarisoa', 'Jean Dieu Randrianasolo']",FALSE,Mamy Gervais,G Randrianarisoa,multiple,Done
433,433,433,433,91350,1084,2172,"World Cup Qualifiers, Africa, 2022",Ghana vs Nigeria,25-03-2022,Ghana,GH,2022,FAIL,"['Fatawu Safiu', 'Fatawu Dauda']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Fatawu Safiu', 'Fatawu Dauda']",FALSE,Hamidu Abdul Fatawu,A Fatawu,multiple,Done
434,434,434,434,91870,504,275,World Cup 2018,Belgium vs Panama,18.06.18,Panama,PA,2018,FAIL,"['Jhamal Rodríguez', 'Tomás Rodríguez', 'Carlos Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jhamal Rodríguez', 'Tomás Rodríguez', 'Carlos Rodríguez']",FALSE,Puma,Luis Puma Rodríguez,multiple,Done
435,435,435,435,91936,570,278,World Cup 2018,England vs Panama,24.06.18,Panama,PA,2018,FAIL,"['Jhamal Rodríguez', 'Tomás Rodríguez', 'Carlos Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jhamal Rodríguez', 'Tomás Rodríguez', 'Carlos Rodríguez']",FALSE,Puma,Luis Puma Rodríguez,multiple,Done
436,436,436,436,91969,603,280,World Cup 2018,Panama vs Tunisia,28.06.18,Panama,PA,2018,FAIL,"['Jhamal Rodríguez', 'Tomás Rodríguez', 'Carlos Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jhamal Rodríguez', 'Tomás Rodríguez', 'Carlos Rodríguez']",FALSE,Puma,Luis Puma Rodríguez,multiple,Done
437,437,437,437,94306,740,3015,"World Cup Qualifiers, Europe, 2018",Bulgaria vs Luxembourg,06-09-2016,Luxembourg,LU,2016,FAIL,"['Marvin Martins', 'Timothy Martin', 'Yann Matias']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 8 C. Martins",FALSE,Christopher Martins Pereira,C Martins,multiple,Done
